comment_id,reply_to,user,text,likes,replies,date,liked_by_creator
7550505883483570999,,thatgirltajj,Decided to go to the gym the morning after getting fired from my job in hopes of trying to have a good day. Right before leaving for the gym I had a really bad fall (fell face first on the concrete) that led me to urgent care. Urgent care led me to getting a CT scan to check for facial fractures. CT scan just so happened to catch a golf ball sized tumor. Eventually got diagnosed with thyroid cancer. I hadn’t worked out for a year before that day.,132,2,2025-09-16,False
7550528306216649485,,naomiiwmp82,I gave up drinking and smoking. All things that had control over me,130,0,2025-09-16,False
7550402328207147807,7550360622040564511,alexandrabrown1287,"I did the a similar thing, cut alcohol out for a new diet: sober almost 6 years now.",128,0,2025-09-15,True
7550448750876492574,,fight4justice456,"Never trust your thoughts after 9pm. For me how that resulted is whenever I start the rabbit hole of rumination and thinking I’m not good enough, not smart, not witty, not as rich or great as my friends or random people on insta —- I just pause — is it past 9pm? Have I drank water ? Have I went outside and frolicked in the grass? Have I talked to my family and bestfriends? Have I prayed or listened to a sermon? And I promise you the devil can’t get past all of those things!😁",123,2,2025-09-15,False
7550437431716659981,,brigerian,"Was going for one of my daily walks. Had my headphones on, jamming and was strutting like I was the main character in life. Something told me to turn my music down and walk a little slowly. A few moments later, a car drove into the house I JUST about to walk next to. Had I not slowed down, I would have been jammed into a house. No one but God 🥹🤲🏾",109,0,2025-09-15,True
7550377931186012942,,elisandoval37,"I am the eldest of the family and my mom was very controlling of my life. I couldn’t date alot or go out. I was 23 when I met my now husband and she never liked him. She knew I would never leave her she always made me feel guilty for wanting to have my own life. One day I sneaked out my house and she found out and told me to come home but my husband & I knew she was going to hit me. So he told me “Run away with me, I think its time” he had asked before but I always said “I cant leave my siblings behind” until that day. I told him “Ok lets go” well ever since then, I found happiness. a loving man who takes care of me and gave me 2 beautiful children and encouraged me to go back to school. ❤️❤️We are turning 10 years this year!",101,4,2025-09-15,False
7550585001059058446,7550481438873797389,casually.me00,"This exact same thing happened to me but I was in my car with all 5 of my kids and my brother. We’d just come back from getting food and my middle child wouldn’t stop crying so when I stopped at a red light I tried to hand him something from the bag… my brother started helping since I was driving and sat at the light for a few more seconds to make sure he would cooperate with his uncle and I had not realized the light turned green… when I turned around, the moment I was going to head thru the now green light… a semi ran thru their red light… probably doing 65 in a 40… we would have definitely been t boned that night and my parents would have lost two of their kids and all 5 of their grandkids. I’m so glad I took the time to sit for a moment and tend to my kid and brother… it still makes my stomach hurt when it crosses my mind",98,0,2025-09-16,False
7550409641932751629,7550371135755469598,rianaq80,walking is so underrated!,88,0,2025-09-15,False
7550373069686129439,,thewanderingbao,Stopped eating frozen and fried foods,85,0,2025-09-15,True
7550478880637813517,,planetxia,"realized that walking away felt like it might kill me, but staying definitely would. took the gamble on myself, so i changed my name, moved to a new state, started a business, and lost 60lbs. 4.5 years later and im about to be engaged to the lead guitarist of one of my fav bands",84,2,2025-09-16,False
7550411018003104543,7550321611943035703,userld.1,Omg. So you know how MAJOR this is!!! Bc sweets have me in a choke hold,67,0,2025-09-15,False
7550414378189964046,7550371135755469598,wanderandglow26,That’s the way to do it!! It’s mainly diet and just moving regularly you don’t have to do anything intense or wildly athletic,51,0,2025-09-15,False
7550018802604901150,,saltyhoneypie,Walking past a LensCrafters with my mom that was hiring. She said maybe you should apply. I was like I guess. Some guy I went to high school with got a job there shortly after. Been together ever since. This was in 2002 and I was 19 and he was 20. I almost didn’t apply.,48,1,2025-09-14,True
7550357180009595679,,christinewawira111,"Got into door to door sales (solar) for 3 years. I worked in TX, AZ, IL and CA. While in CA I walked down a street in a neighborhood I’d never been in before and my now bf was chilling in the garage of a random house. He felt my energy and something told him to tell me to “come here” and as soon as I stood in front of him I felt his energy too. Very powerful. I immediately asked him his name and he said Raphael. I couldn’t believe it. My son’s name is Raphael and I have had his name tattooed on my wrist for 12 years. We’ve been together a year and went through all sorts of crazy life challenges that made us stronger and closer. we recently moved across the world together and I’m so freaking happy! He takes such good care of me, I used to work so much and so hard and I don’t have to work anymore because of him. He changed my whole life. We live next to the beach where I spend my days swimming in the Indian Ocean, eating the most delicious food I’ve ever had in my life.",47,2,2025-09-15,True
7550285430148367134,,theafter40collective,"To not spend my Sundays doing laundry and running errands but spending the entire day with my family,",44,0,2025-09-15,False
7550350397824271135,,itshollandlikethecountry,We overslept and decided to eat breakfast with my husbands parents before leaving for a work trip. If we had kept our itinerary then we could have possibly been on the Webbers falls bridge when it collapsed,41,0,2025-09-15,False
7550322305386480415,,juniecherrypie,Signed up for the gym and stopped making excuses and feeling sorry for myself,41,0,2025-09-15,True
7550449489656464159,7550371135755469598,sistercarol52,7 years in and still walking! The best exercise is the one you enjoy.,41,0,2025-09-15,False
7550415473638589198,7550321611943035703,jjmollee,I stopped eating sweets last week & I’m hoping for results like yours. Congrats to you!! 🥳,39,0,2025-09-15,False
7550404382015537951,,sajiejay,"It was October 30, 2017… I made the decision to stop feeling sorry for myself, stop overeating and started prioritizing my health and get into fitness… it’s been almost 8 years and I am now a CPT who’s helped 1000’s of women from all over the world get into the best shape of their lives and help build their confidence! God has blessed me with such a beautiful gift to see people so I can help them see theirselves 💕",33,3,2025-09-15,True
7549703055504999182,,lovelyfawn06,ending up in the hospital made me want to treat my body better and know to never do anything that my body doesn’t agree to,31,1,2025-09-13,True
7550738298589643550,7550322519024583438,rileycharlie6,"I’m not trying to fear monger, but being a bedside nurse is deeply traumatizing. Hospitals operate on profit, not patient care, and it shows. On top of making life or death decisions every shift, we’re constantly penalized for minor, non-clinical tasks like forgetting to update a whiteboard in a patient’s room. Patients, who are understandably frustrated, often don’t realize the impossible position we’re in. You can be running a code trying to save someone’s life while another patient is upset because their call light to use the bathroom wasn’t answered right away. Staffing is chronically unsafe, with burnout and call-outs leaving fewer hands to manage overwhelming patient loads. Many shifts don’t allow for a proper meal or even a bathroom break. It’s 12 straight hours of stress, anxiety, and emotional weight. Nurses are also expected to take on non nursing roles like housekeeping tasks or passing food trays, simply because there’s no support staff. And while those jobs are important, they should not fall to the same person who is simultaneously titrating life-sustaining medications like levophed for critically ill patients. In my trauma ICU, and honestly across every specialty, I don’t know a single nurse who has been in the field for more than five years who still likes their job. That says everything about how broken this system is. At the bedside, the demands are endless, the pressure is crushing, and the support is almost nonexistent. At this point I disassociate because it is a paycheck which I am grateful to have but the entire day before your shift you dread and then the day after a shift it’s almost like you are hungover or beat up because of the emotional toll it takes. I actually started applying to work from home jobs that are literally half of what I make because my quality of life as a bedside nurse ☹",31,0,2025-09-16,False
7550267271840400142,,life.with.stephie,"Impulsively saw a weight loss specialist two days after my mom unexpectedly passed away.. 6 months later I had gastric bypass surgery and here I am almost 6 years later the healthiest I’ve ever been. I lost 230lbs and gained a whole new life. I’ve traveled the world, I have a career where I’m thriving and i founf the LOML.",26,0,2025-09-15,False
7550549155649012511,7550535936933790495,koriloveboo,Omg SAME!! 70 pounds down. 28 now. I looked 26 at 18😂😭,25,0,2025-09-16,False
7550886563811934989,,vvesaint,Applied for food stamps went to school they said because I have food stamps my nursing degree is free. I graduate in May with my RN y’all 💞. If you get stamps or any assistance even unemployment look into “Workforce (School) or Worksource (Career) it saved my life 🥰),23,2,2025-09-17,False
7550330606896104222,,sunnymomma8,Senior year spring break. I was annoyed with a girl that I was there w for flirting with a boy from our school that I had had a crush on all four years. I was so over it I said “I’m going for a walk on the beach” and then she pointed at another boy that was there and said “you should go with her” which apparently was all he needed to be convinced so he ran after me. This other boy decided that was the time to show how sweet and funny and engaging he could be and long story short we’ve been married for 25 years! So glad she flirted with that first boy bc God knew better what was right for me than I did for sure!,20,0,2025-09-15,False
7550423231929877262,,amandamonk_lv,"2 weeks before I turned 40, I missed my turn off after work at my corporate job, stopped at a place to sit and eat some food where I met the 80yr old guy who’d eventually ask me to be his dominatrix 💀",17,4,2025-09-15,False
7550397341862200119,,mandyminhle,Should I go to the gym today or not ?! Game changer !,17,0,2025-09-15,True
7550615436371657502,7550426115397403423,curvychickfitness,I started two businesses! Built a community. I am a personal trainer running successful hair salon @faithhopeandhair!,17,0,2025-09-16,True
7550337949683827486,7550303976789459767,loveliberatedus,"I went through a really anxious depressed time period 2022-2023. My dog got really pushy around that time and demanded more walks than usual. I eventually realized I wasn't walking him, he was walking me because he picked up on my emotional state and realized how much better I was doing after walks 😅😅😅",16,0,2025-09-15,False
7550395489163150111,7550353180467888951,austinbox63,"You’d probably have a drinking problem and a few divorces, but other than that prolly not much change",16,0,2025-09-15,False
7550373258505438007,7550321611943035703,johan_profe,"I stopped eating cookies. the second day I ate an enire package of marshmallows, an ice cream and a sugar free napoleon mini cake",14,0,2025-09-15,False
7550459607975379742,7550371135755469598,phreshphoenix,Yes! Walking is powerful! I do 5k a day everyday and I’m already down 26lbs in 6wks and I feel wonderful. My under desk treadmill has been a lifesaver,13,0,2025-09-15,False
7550871681067107086,7550321611943035703,xander97955,there are different medical issues that cause you to crave sugar too,12,0,2025-09-17,False
7553881977344017183,,jennafretta,I skipped going to the 1975 World Series to have a drink w my future wife. Oh wait.,8,0,2025-09-25,False
7550374305000096542,,cdeebug,Took a fitness class at my gym. 25 years later still working in the fitness industry.,7,0,2025-09-15,True
7550677177633735454,7550321611943035703,typicalshavonte,This has to be my sign. No one understands me when I say I’m addicted to sweets.,6,0,2025-09-16,False
7550528837673026335,7550451346450055991,maurteja1,My whole body just got chills from reading this wow.,6,0,2025-09-16,False
7550473321650340638,,faithcarter618,Cooking my meals at home. So much money saved. Mental health skyrocketed. Lost weight,5,1,2025-09-16,False
7550464735444058911,7550360622040564511,__blacklotus,"piggyback off this, I went vegan Jan ‘24 to try and help heal my gut bc I was getting so much cystic acne even with my skincare routine and water intake. My skin has never look so freaking good!! Looking abt 10ys younger than I am ✨ bt I do miss my animal products haha or the ease of getting food anywhere. Bt I’m too Libra/capricorn to let my skin revert back to acne and hyperpigmentation 🙂‍↔️🙂‍↔️🙂‍↔",5,0,2025-09-15,False
7551614497514373943,,brittinlgillespie,"Walked out of the Route 91 festival grounds 2 minutes before the shooting started, we were standing directly in front of Mandalay Bay when it started, at the time we had no idea where the gunfire was coming from or aiming so we were still running for our lives.",4,0,2025-09-19,False
7550506685153313566,,liv_beauty_,Decided to make a Facebook page posting my makeup and now I run a bridal makeup business booking 1.5 years out 😂🤷‍♀,3,0,2025-09-16,False
7550433371731706654,,drock1087,Quitting drinking,3,0,2025-09-15,False
7550497639641596727,,sharibabyyy,"Went for a walk one day, kept going every day after. Eventually I joined the gym and I've lost 40 pounds 😊",3,0,2025-09-16,False
7550492872207942430,,moosey666,got sober... one day I accidentally on purpose just ratted myself out and now my life is kinda cool,3,0,2025-09-16,False
7550271010638217998,,themurphymayhem,Walked across the street to get a pink drink from Starbucks on my morning break. Got mowed down in the crosswalk on the way back. Spent a week in the hospital with my hair smelling like strawberry,3,0,2025-09-15,False
7550484930649441038,7550153692529083167,_thedudeabides,"Some states allow other ways of serving like running an ad in the paper for 30 days. It’s kinda crazy, especially with technology now, but it keeps people from being able to dodge divorce long term.",3,0,2025-09-16,False
7550501487839904567,7550315364975444767,brinnadae,ME TOO except still alcohol 😬,3,0,2025-09-16,False
7558856028050424589,,kickbox90,I was in an intense program that required employment by 1 month in it was taking me longer because I wanted a corporate job. was 2 months in and down to 1 offer at a gym doing front desk spa and accepted it. the training got delayed by one week due to overcapcity. in that week the corporate job I wanted reached out and offered me the job. was the only one in the program doing a corporate gig. 👏 I loved/hated it but Ive been on an upward trajectory since. ❤,2,0,2025-10-08,True
7571519972516004639,,luxeky___,I tried an anti-inflammatory diet for a week. Stuck to it and still on it. My inflammation markers are down and I lost 15 pounds.,2,1,2025-11-11,True
7571512436277429005,,gizzayy,Stopped drinking alcohol 🫶🏼,2,0,2025-11-11,True
7568278888938930975,,nikki.boneyard,Going a month alcohol/drug free after reaching rock bottom. Yesterday was my 12th year of sobriety. 💖,2,3,2025-11-02,True
7558856028050424589,,kickbox90,I was in an intense program that required employment by 1 month in it was taking me longer because I wanted a corporate job. was 2 months in and down to 1 offer at a gym doing front desk spa and accepted it. the training got delayed by one week due to overcapcity. in that week the corporate job I wanted reached out and offered me the job. was the only one in the program doing a corporate gig. 👏 I loved/hated it but Ive been on an upward trajectory since. ❤,2,0,2025-10-08,True
7551070694214845214,,xoxymoron,"I was traveling a 2nd world country. walking around with my dad , it started to rain heavy. Both sides of the streets had covers. He started walking towards the right. I had a werid feeling and suggested we stand on the left instead. 10 minutes later lighting struck the building across and collapsed . exactly where we were supposed to stand .",2,0,2025-09-17,False
7550525880189321997,,joyalycea,Stopped drinking sodas 3 months before my junior prom to “lose weight” and haven’t had one since. I’m 26 now lol,2,0,2025-09-16,False
7550448238539047710,,spencerclaire1,Decided to try intermittent fasting. Lost 30 lbs and my health has never been better,2,0,2025-09-15,False
7550426473565274910,,nadean.pastor,going to my late husbands family members house to give them some of his things and I asked to have something to drink and I landed in the hospital 2 hours later and lost my child forever.,2,1,2025-09-15,False
7550403671235068727,,lady_mullady,"Was so drunk I thought I was going to an Al Anon meeting & accidentally stumbled (literally) into an AA meeting, & haven’t looked back!!!! 110 days sober ✨",2,0,2025-09-15,True
7550356959535891231,,yermomsmom,"Was heading to a baby shower but stopped at Target to get a card and a bag for the gift. As I was starting to walk out, I turned and decided to write the card out at the Starbucks tables near the exit. Right as I sat down, a car plowed through the doors! An elderly gentleman had an episode and lost control of the car. I would have been crushed in between the 2 sets of doors if I didn’t turn around. 😳",2,0,2025-09-15,False
7550541161242362679,7550321611943035703,antoinetterbanks,Fakkkkkkk. There’s a cookie calling my name on the counter. I ain’t gone do it! And think about you while I wobble down this “delicious water”,2,0,2025-09-16,False
7550469777918165791,7550321611943035703,your_rich_auntie,"I need to do this , stopped eating candy for 6 months but I love sweets so much so I’ll try that next good job",2,0,2025-09-15,False
7550433302902588190,7550321611943035703,samizajdel,"Need to do this, sweets but gummy candies are my downfall",2,0,2025-09-15,False
7550467992652366622,7550371135755469598,sistercarol52,2-4 miles depending on the day. I now do a lot of incline walking on the treadmill. Typically 10-3-30.,2,0,2025-09-15,False
7550413872676274958,7550360622040564511,kareenuhh,I did this one year and I went from drinking every single weekend to once a month two or three drinks max 🙌,2,0,2025-09-15,False
7550510498442789663,7550410219828314911,noshelfcontrolwithjess,"I read a few self help books but two that had a big impact on identifying the source of my childhood trauma was: the body never lies and what happened to you? A lot of memories started coming back and I started writing them down. I also learned how to cope use different things to cope such as breathing exercises, yoga, Pilates, reading, grounding exercises. I started talking about it.",2,0,2025-09-16,False
7563150975507317517,,badbunny.sneakers,Left my house 5 min late because I went back for my earrings and missed my train. Turns out that train got struck by someone in my station. Had to walk to work instead and be even more late. Sometimes life has other plans for you.,1,0,2025-10-20,True
7571948057789891358,,kelliesmith319,I was sitting in the same spot at work for hours due to being pregnant and sick. Got up to get a snack. Roof collapsed over my area while I was deciding between peanut butter crackers or chips at the vending machine 2 rooms away 🙃,1,1,2025-11-12,True
7571648748410258207,,ashleyrenae726,At 1:00 ish on July 27 2005 I asked a guy at a bar why he didn’t buy me a drink…. 20 years later we are married with 4 kids. All because I thought I was too hot for him not to buy me a drink. He jokes and said he should have just got me a drink and I would have left him alone. Hahaha,1,0,2025-11-12,True
7571604168994063134,,cgpelton,"went to a 4th of July party and saw a girl walk in that I didn't know, but I knew somehow that my life was about to change. Long story short, left my husband of 20 years (don't worry, he was a narcissists), and we are still together 2 1/2 years later.",1,0,2025-11-11,True
7571239434022028062,,sacredandsaid,"Fasting- now gluten free, low sugar diet and my menstrual cycle has regulated the first time in my life!",1,0,2025-11-10,True
7570718637666943757,,savonneslife,One day me and my friend decided we wanted to go out mind you we’re broke college students and couldn’t even afford a two tickets but it just so happened this guy she was talking to sent her the money so we decided to go so I did my hair and makeup and was gonna walk to her dorm but it was super cold outside and snowing so I almost went back in but I decided to tough it out then I got over there and was trying to put together my outfit but I didn’t really have anything so I almost said skip it but then she let me borrow one of her shirts and it ended up looking good then we got hungry and got something small from downstairs and after that we both didn’t feel like going anymore but we figured we had already gotten ready so we might as well then we called our Uber and it literally look like 30 minuted to come so we almost said skip it again but for some reason we decided to wait and it finally came then we got to the party and we weren’t really feeling it but atp we had spent like $50 so we decided to stick it out instead of leaving mind you the theme was love in the club but I did not expect to meet anyone well it turns out two guys got my number and ig that night one of them had the same first and last name as my ex so I kinda disregarded him the other guy I met we’ve been together almost two years all because I made it to this random party against all odds😭,1,0,2025-11-09,True
7569770493479387918,,kelly.v74,Stopped replying to texts. Stopped explaining. Just stopped. The weight lifted off of me and world opened. Oh and I slept lol,1,0,2025-11-07,True
7569683549830284045,,misspeaches111,Let my ex walk away from me 😚 best decision ever.,1,0,2025-11-06,True
7569333785825887031,,ladyd_natty0bese2abeast,I decided to get a trainer at my commercial gym... 4 yrs later I still train with him (at his private gym now) I've lost over 130 lbs and I'm on my 4th powerlifting competition next month 💪🏼🙌🏼🥰,1,0,2025-11-05,True
7569319174620365598,,finalmilkman,"I was depressed. I was in the market for a car. I asked chatgpt what's fun like a Miata but has cargo space. A Honda Fit. Told a friend and he thought I was joking. He sent me one on marketplace as a joke. It had been Tboned. I bought it. It was stick so he had to drive it home. I learned to drive it and I was in love. I wanted to be a better driver. I gave up weed, caffeine, fast food and joined the gym in pursuit of improving my driving skills. I have never been this happy before. Best $1400 I've ever spent.",1,0,2025-11-05,True
7568515306806035231,,quesadillamunch,was feeling down so i went to the gym to get some of the funky energy out and just… never stopped going…,1,0,2025-11-03,True
7568426517082293005,,infphomebody,"Decided, on the spot, to treat myself to breakfast at an unfamiliar restaurant, but missed the turn. Went to the next intersection to turn but saw a car swerve to avoid a collision, hit a curb, went airborne, landed in a lake. Many people rushed to the scene to help the driver, her car was sinking fast and she couldn’t get out. I had trained as a lifeguard 40 years ago and knew how to perform a water rescue. Got her out just before her car sank. Now she and I are great friends! (Learned later that she could not swim)",1,1,2025-11-03,True
7563150975507317517,,badbunny.sneakers,Left my house 5 min late because I went back for my earrings and missed my train. Turns out that train got struck by someone in my station. Had to walk to work instead and be even more late. Sometimes life has other plans for you.,1,0,2025-10-20,True
7551558201100026654,,dr.pepper.puss,Drink alcohol,1,0,2025-09-18,False
7551426203934262047,,sspanier30,When my hockey career ended I was a mess. My whole self-worth was being a hockey player because what I did from 7 to 25. My now fiancee bought me an Apple Watch about a week after I retired for my birthday. On a regular jog I looked down at it and thought “damn these times are pretty fast I bet I could run a marathon.” I’m now training for my 4th marathon in hopes to go sub 2:50. Been seriously running for about 1.5 years and I wouldn’t be running if she never got me that Apple Watch. Thanks babe @cait 🩷🪽,1,0,2025-09-18,False
7551292537559384862,,daniveerr,Drinking alcohol,1,0,2025-09-18,False
7551269126904546079,,trevor.easley,Sadly was going to drink and drive to end it but I was convinced to go to a party by my friends and ended up seeing my childhood best friend now we are married,1,0,2025-09-18,False
7551058541802373902,,ten_riv,"quit my job as a parole officer halfway through my 8 week training b/c I was young & dumb & infatuated with a boy who went back to jail. I chose the boy over the job. He’s been out of jail 6 years, clean & sober, & we’re married with 3 kids. 🫶",1,0,2025-09-17,False
7551056532650656567,,yoitsvaleria,Was at the beach 3 hours away from home. In the water without my glasses. A guy comes up to me. I can’t see his face really. But his confidence wowed me. I gave him my number. We went on a date. Found out we live an hour and a half away from each other. Now we celebrated our 5 year last month! Btw he was really hot when I put my glasses on 😩,1,0,2025-09-17,False
7550935223636149023,,shay.rasmussen,"Once had a guy offer to give me & my friend a ride home from the bar. We had been drinking, ended up getting a ride from someone else we knew and ran into in the parking lot, we saw that other guy died in an accident right after.",1,0,2025-09-17,False
7550935223636149023,,shay.rasmussen,"Once had a guy offer to give me & my friend a ride home from the bar. We had been drinking, ended up getting a ride from someone else we knew and ran into in the parking lot, we saw that other guy died in an accident right after.",1,0,2025-09-17,False
7550812941181158157,,kcmg94,I was bad off on fentanyl and had been a drug addict for 12 years. Went to church New Year’s Eve 2021 to make my mom happy (I never went to church before) Ended up meeting the loml that night and found the Lord. I will have almost 4 years sober soon. We are getting ready to have our second child 12/1 🥰 Praise the lord!,1,1,2025-09-16,False
7550793229459194679,,stunzak,"stress and anger chemicals only last about 90 seconds in your body, after 90 seconds you can either keep feeding the anger or let go and I always try to let go now🫶🏽",1,0,2025-09-16,False
7550577649278829342,,jaelaingram,Thought to myself one day if I don't do something about my weight imma end up like Tammy and her sister so I got my ahh up and started that day lost over 160 pounds in under a year !! 😘😝,1,0,2025-09-16,False
7550567678877418295,,ddesereii,I became pescatarian for 9 months and lost 25 pounds. Then gained it all back in muscle bc I ain’t like how my body looked after losing them 25 pounds😂,1,1,2025-09-16,False
7550544873419604766,,burnt.joy,"Bronchitis and walking pneumonia sidelined me, and for two weeks I literally couldn’t smoke. Then it hit me, if I’d made it two weeks without even trying, what about three? Or a month? That tiny thought snowballed. 13 years later, I still haven’t lit one.",1,0,2025-09-16,False
7550530213822743326,,marlaina.xox,Decided to move to the left while walking on the sidewalk. While a cars tire flew at my head and missed by an inch. Felt that shit on my hair,1,0,2025-09-16,False
7550521247772476191,,witchy0000,"attempted in 2021, during a recovery program i was diagnosed with an eating disorder called ARFID, that answered all the troubles i had throughout childhood and probably would still have had if i didn’t go to the hospital that night",1,0,2025-09-16,False
7550496986215170846,,fitcat2025,going to the gym✨🌸,1,0,2025-09-16,False
7550477002710221599,,itty_bitty_princess,Stopped drinking at a festival and got clean from alcohol and weed in 3 days. 13 months sober!,1,0,2025-09-16,False
7550438024829272863,,kalynnemarie_,"Had mysterious bad health all my life- black outs, seizures, numbness, migraines. No diagnosis. Got my nips pierced, broke out in a mysterious bruise, went to the doctor. Deep biopsy found an AVM, so they a full body scan and they found more in my brain that were causing all my symptoms. Life changing diagnosis all because I wanted cute lil bars lol",1,0,2025-09-15,False
7550433081728975646,,thequietpart_outloud,"Picking up Chinese food. A man died, I lost dinriom of boyh hands, lost my job, severe PTSD….",1,1,2025-09-15,False
7550422346076685111,,sederapcin,Moving my body whether it’s working out at the gym or doing a 20 minute stretch in my living room. Haven’t lost weight yet but I’m feeling more confident in myself nonetheless because I keep showing up for myself,1,0,2025-09-15,False
7550385337655739167,,brownsugafoodie,"A friend of mine made the news 10 years ago. He went to the movies and was walking to his car, and then was beaten by a group of teenage boys with a lead pipe. He died 2 days after. I was supposed to go to the movies with him that night and cancelled! 😳",1,0,2025-09-15,False
7550372275498386189,,peace.and.love475,Stop drinking 😩,1,0,2025-09-15,True
7550364327560512286,,crafty_rnbridget,"In 2015, at 30yrs old, I went to the gym with a friend who was a trainer. I lost a bunch of weight but gained an incredible amount of confidence. That inspired me to enroll back in college to finish my nursing pre-reqs. Finished my pre-reqs with a 4.0. Right before I applied to the nursing program, a friend I had known since 6th grade sent me a DM telling me he always had a thing for me & wanted to take me to dinner. I decided to give him a chance but told him I was focused on getting my nursing degree & didn’t want to get distracted. 😝Not only did I marry that old friend but I graduated as an RN and worked through the covid pandemic. Then I unintentionally worked my way up the leadership ladder. Now I co-manage an outpatient surgery center as a nursing leader. DREAMS DO COME TRUE!",1,0,2025-09-15,True
7550359331842163487,,amandalane0220,Quit drinking alcohol,1,0,2025-09-15,True
7550305513821471501,,alsmacdoyle,I started running,1,0,2025-09-15,True
7550281971286803230,,bugjune4,"I see my neighbor running when i was 12. 54, still running.",1,0,2025-09-15,False
7550518079555765006,,abstract_angst,Decided to go a month without drinking. It's now been 7 years.,1,0,2025-09-16,False
7551318913280131870,7550375812014785294,dashngocontent,I picked up my baby she was in there running back up by the hooters and Sun metro! My heart broke for everyone.,1,0,2025-09-18,False
7550630838636233503,7550375812014785294,kc_nutritiontherapymnt,there's was one time I was running late for my shift at kmart- the person who stayed late to cover for me was held at gun point,1,0,2025-09-16,False
7550533335916462862,7550321611943035703,payton2ez,"i did this unintentionally, never was a sweets addiction just one day convinced myself i didn’t even like them. haven’t had a sweet in like 2 years",1,0,2025-09-16,False
7550435051278172958,7550321611943035703,boxergirlz73,"This is exactly what I am doing and today is only day one. SO. VERY. HARD. Quick backstory: My husband passed away a year ago and that has been my excuse for my crappy eating habits. I’m starting small. No sweets. In another week or so, I’ll add no more nasty coffee creamer. I legit like a little coffee with my creamer, kind of person. I might as well just drink creamer🤣 Thank you for the reminder, that I CAN do this. Even though you didn’t realize I needed this reminder.🥹",1,0,2025-09-15,False
7571175905923121934,7550371135755469598,justcallmeleka,I love walking ❤️,1,0,2025-11-10,True
7550454699099521822,7550371135755469598,darziniega99,How how long did you walk everyday?,1,0,2025-09-15,False
7550807237893227294,7550378054595412766,whitleysteeph,Yeah like I was gonna say drank more water and upgraded my vitamins but DAMN 😅,1,0,2025-09-16,False
7550460399431877406,7550302571640111927,bettynotboop,A similar thing happened to my dad.he randomly got a craving for food ata local takeaway restaurant and had a stroke in the parking lot. If he’d stayed home like usual he would have died and not been found for days,1,0,2025-09-15,False
7550399394370470687,7550360622040564511,bhsofunny,You tryna go out for a drink to celebrate,1,0,2025-09-15,False
